Titulo;ISSN;eISSN;Categorias;Indices;Citacoes;JIF_2025;QuartilMelhor;Quartis
STUDIES IN PHILOLOGY;00393738;15430383;LANGUAGE & LINGUISTICS | LITERATURE;AHCI;578;0.2;N/A;N/A
Suchttherapie;14399903;1439989X;PSYCHIATRY;SCIE;75;0.2;Q4;Q4
Surgical Practice;17441625;17441633;SURGERY;ESCI;117;0.2;Q4;Q4
Symbolae Osloenses;00397679;15027805;CLASSICS;AHCI;92;0.2;N/A;N/A
Symmetry-Culture and Science;08654824;22261877;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;ESCI;84;0.2;Q4;Q4
Symploke;10690697;15340627;CULTURAL STUDIES;ESCI;203;0.2;Q4;Q4
Synesis;16786785;19846754;PHILOSOPHY;ESCI;69;0.2;N/A;N/A
Taller de Letras;07160798;07160798;LITERATURE, ROMANCE;AHCI;55;0.2;N/A;N/A
Teaching of Mathematics;14514966;24061077;EDUCATION, SCIENTIFIC DISCIPLINES;ESCI;26;0.2;Q4;Q4
Teaching Philosophy;01455788;21536619;PHILOSOPHY;AHCI;169;0.2;N/A;N/A
Technoetic Arts;1477965X;17589533;HUMANITIES, MULTIDISCIPLINARY;ESCI;102;0.2;N/A;N/A
Tecnologia en Marcha;03793982;22153241;MULTIDISCIPLINARY SCIENCES;ESCI;274;0.2;Q4;Q4
Telematique;18564194;18564194;TELECOMMUNICATIONS;ESCI;18;0.2;Q4;Q4
Telos;00906514;1940459X;PHILOSOPHY | POLITICAL SCIENCE | SOCIOLOGY;AHCI | SSCI;158;0.2;Q4;Q4
Temida;14506637;14506637;CRIMINOLOGY & PENOLOGY;ESCI;45;0.2;Q4;Q4
Tempo-Niteroi;14137704;N/A;HISTORY;AHCI;127;0.2;Q3;Q3
TEORIJA IN PRAKSA;00403598;00403598;SOCIAL SCIENCES, INTERDISCIPLINARY;ESCI;181;0.2;Q4;Q4
Terrae Incognitae-The Journal of the Society for the History of Discoveries;00822884;20408706;HISTORY;ESCI;70;0.2;Q3;Q3
Text and Performance Quarterly;10462937;14795760;HUMANITIES, MULTIDISCIPLINARY;AHCI;430;0.2;N/A;N/A
Theology;0040571X;20442696;RELIGION;ESCI;125;0.2;N/A;N/A
THERAPEUTISCHE UMSCHAU;00405930;16642864;MEDICINE, GENERAL & INTERNAL;ESCI;228;0.2;Q4;Q4
Third Text;09528822;14755297;ART;AHCI;489;0.2;N/A;N/A
THOMIST;00406325;N/A;PHILOSOPHY | RELIGION;AHCI;240;0.2;N/A;N/A
TIJDSCHRIFT VOOR GESCHIEDENIS;00407518;00407518;HISTORY;AHCI;132;0.2;Q3;Q3
TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE;00407550;22120521;LITERATURE, GERMAN, DUTCH, SCANDINAVIAN;AHCI;161;0.2;N/A;N/A
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review;00407585;N/A;HISTORY | LAW;AHCI, SSCI | SSCI;195;0.2;Q3;Q3 | Q4
Timarit um Uppeldi og Menntun-Icelandic Journal of Education;22988394;22988408;EDUCATION & EDUCATIONAL RESEARCH;ESCI;20;0.2;Q4;Q4
Tocqueville Review;0730479X;19186649;POLITICAL SCIENCE;ESCI;91;0.2;Q4;Q4
Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology;23076119;23076119;ANTHROPOLOGY;ESCI;53;0.2;Q4;Q4
TOPIA-Canadian Journal of Cultural Studies;12060143;19160194;CULTURAL STUDIES;AHCI, SSCI;141;0.2;Q4;Q4
Topoi-Revista de Historia;2237101X;2237101X;HISTORY;ESCI;111;0.2;Q3;Q3
Torres de Lucca-Revista Internacional de Filosofia Politica;22553827;22553827;PHILOSOPHY;ESCI;75;0.2;N/A;N/A
Totalitarismus und Demokratie;16129008;21968276;POLITICAL SCIENCE;ESCI;28;0.2;Q4;Q4
Trabajos y comunicaciones;0325173X;23468971;HISTORY;ESCI;36;0.2;Q3;Q3
Trans-Revista de Traductologia;11372311;26036967;LANGUAGE & LINGUISTICS;ESCI;64;0.2;N/A;N/A
Transactions of the Korean Society of Mechanical Engineers A;12264873;22885226;ENGINEERING, MECHANICAL;ESCI;364;0.2;Q4;Q4
Transactions of the Korean Society of Mechanical Engineers B;12264881;12264881;ENGINEERING, MECHANICAL;ESCI;158;0.2;Q4;Q4
Transition;00411191;15278042;ETHNIC STUDIES;ESCI;333;0.2;Q4;Q4
Translation and Literature;09681361;17500214;LITERATURE;AHCI;106;0.2;N/A;N/A
Trashumante-Revista Americana de Historia Social;23229381;23229675;HUMANITIES, MULTIDISCIPLINARY;ESCI;49;0.2;N/A;N/A
Trends in Pediatrics;27180085;27920429;PEDIATRICS;ESCI;32;0.2;Q4;Q4
Trudy Instituta Matematiki i Mekhaniki UrO RAN;01344889;01344889;MATHEMATICS, APPLIED;ESCI;162;0.2;Q4;Q4
Trumpeter-Journal of Ecosophy;08326193;08326193;ENVIRONMENTAL STUDIES;ESCI;82;0.2;Q4;Q4
Trusts & Trustees;13631780;17522110;LAW;ESCI;136;0.2;Q4;Q4
Turk Onkoloji Dergisi-Turkish Journal of Oncology;13007467;13007467;ONCOLOGY;ESCI;167;0.2;Q4;Q4
Turkderm-Turkish Archives of Dermatology and Venerology;27176398;26515164;DERMATOLOGY;ESCI;121;0.2;Q4;Q4
Turkish Journal of Business Ethics;13084070;21498148;BUSINESS;ESCI;37;0.2;Q4;Q4
Turkish Journal of Plastic Surgery;13006878;25288644;SURGERY;ESCI;96;0.2;Q4;Q4
Tydskrif Vir Geesteswetenskappe;00414751;N/A;SOCIAL ISSUES;SSCI;176;0.2;Q4;Q4
Tzintzun-Revista de Estudios Historicos;1870719X;2007963X;HISTORY;ESCI;57;0.2;Q3;Q3
Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki;25417746;25002198;MATHEMATICS, APPLIED;ESCI;53;0.2;Q4;Q4
Ukrainian Metrological Journal;23067039;25221345;INSTRUMENTS & INSTRUMENTATION;ESCI;43;0.2;Q4;Q4
UNIVERSITY OF PITTSBURGH LAW REVIEW;00419915;19428405;LAW;SSCI;199;0.2;Q4;Q4
Urbanities-Journal of Urban Ethnography;22395725;22395725;ANTHROPOLOGY;ESCI;79;0.2;Q4;Q4
Urbe-Revista Brasileira de Gestao Urbana;21753369;21753369;URBAN STUDIES;ESCI;228;0.2;Q4;Q4
Uroonkoloji Bulteni-Bulletin of Urooncology;21472270;21472270;ONCOLOGY;ESCI;51;0.2;Q4;Q4
Utopian Studies;1045991X;21549648;HUMANITIES, MULTIDISCIPLINARY;AHCI;288;0.2;N/A;N/A
Veleia;02132095;24443565;HUMANITIES, MULTIDISCIPLINARY;ESCI;103;0.2;N/A;N/A
Verba-Anuario Galego de Filoloxia;0210377X;21744017;LANGUAGE & LINGUISTICS;ESCI;139;0.2;N/A;N/A
Versus-Quaderni di Studi Semiotici;03938255;03938255;HUMANITIES, MULTIDISCIPLINARY;ESCI;61;0.2;N/A;N/A
Vestnik of Saint Petersburg University Earth Sciences;25419668;2587585X;GEOSCIENCES, MULTIDISCIPLINARY;ESCI;94;0.2;Q4;Q4
Vestnik of Saint Petersburg University-Law-Vestnik Sankt-Peterburgskogo Universiteta-Pravo;20741243;25875833;LAW;ESCI;77;0.2;Q4;Q4
Vestnik Sankt-Peterburgskogo Universiteta-Istoriya;18129323;18129323;HISTORY;ESCI;108;0.2;Q3;Q3
Vestnik Tomskogo Gosudarstvennogo Universiteta Filologiya-Tomsk State University Journal of Philology;19986645;23105046;LANGUAGE & LINGUISTICS;ESCI;134;0.2;N/A;N/A
Vestnik Tomskogo Gosudarstvennogo Universiteta-Matematika i Mekhanika-Tomsk State University Journal of Mathematics and Mechanics;19988621;23112255;MECHANICS;ESCI;132;0.2;Q4;Q4
Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science;19988605;23112085;AUTOMATION & CONTROL SYSTEMS;ESCI;38;0.2;Q4;Q4
Vestnik Transplantologii i Iskusstvennyh Organov;19951191;24126160;TRANSPLANTATION;ESCI;123;0.2;Q4;Q4
Vestnik Ugrovedeniya-Bulletin of Ugric Studies;22204156;25879766;HUMANITIES, MULTIDISCIPLINARY;ESCI;84;0.2;N/A;N/A
Vestnik Volgogradskogo Gosudarstvennogo Universiteta-Seriya 2-Yazykoznanie;19989911;24091979;LANGUAGE & LINGUISTICS;ESCI;106;0.2;N/A;N/A
VICTORIAN LITERATURE AND CULTURE;10601503;14701553;LITERATURE;AHCI;462;0.2;N/A;N/A
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE;00425702;21967121;HISTORY;AHCI;188;0.2;Q3;Q3
Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia;2317269X;2317269X;HEALTH CARE SCIENCES & SERVICES;ESCI;102;0.2;Q4;Q4
Vinculos de Historia;22546901;22546901;HISTORY;ESCI;79;0.2;Q3;Q3
VLC Arquitectura-Research Journal;23413050;23412747;ARCHITECTURE;ESCI;37;0.2;N/A;N/A
Vojnosanitetski Pregled;00428450;24060720;MEDICINE, GENERAL & INTERNAL;SCIE;783;0.2;Q4;Q4
VOPROSY FILOSOFII;00428744;00428744;PHILOSOPHY;AHCI;420;0.2;N/A;N/A
Voprosy Leksikografii-Russian Journal of Lexicography;22274200;23113758;LANGUAGE & LINGUISTICS;ESCI;32;0.2;N/A;N/A
Vox Patrum;08609411;27193586;HISTORY | HUMANITIES, MULTIDISCIPLINARY | PHILOSOPHY | RELIGION;ESCI;357;0.2;Q3;Q3
WALLACE STEVENS JOURNAL;01487132;21600570;POETRY;ESCI;69;0.2;N/A;N/A
WALT WHITMAN QUARTERLY REVIEW;07370679;21533695;POETRY;AHCI;43;0.2;N/A;N/A
WAR IN HISTORY;09683445;14770385;HISTORY | INTERNATIONAL RELATIONS;AHCI, SSCI | SSCI;291;0.2;Q3;Q3 | Q4
Wasafiri;02690055;17471508;HUMANITIES, MULTIDISCIPLINARY;AHCI;128;0.2;N/A;N/A
WELSH HISTORY REVIEW;00432431;0083792X;HISTORY;AHCI;60;0.2;Q3;Q3
Wiadomosci Statystyczne. The Polish Statistician;0043518X;25438476;ECONOMICS | STATISTICS & PROBABILITY;ESCI;104;0.2;Q4;Q4
WOMANS ART JOURNAL;02707993;21588457;ART;AHCI;98;0.2;N/A;N/A
World Literature Studies;13379275;13379690;LITERATURE;AHCI;74;0.2;N/A;N/A
World of Medicine and Biology;20798334;20798334;MEDICINE, RESEARCH & EXPERIMENTAL;ESCI;172;0.2;Q4;Q4
World of Music-New Series;00438774;N/A;MUSIC;AHCI;74;0.2;N/A;N/A
World of the Orient;16080599;16825268;ASIAN STUDIES | HISTORY | HUMANITIES, MULTIDISCIPLINARY | LANGUAGE & LINGUISTICS;ESCI;70;0.2;Q3;Q3
WPOM-Working Papers on Operations Management;19899068;19899068;BUSINESS;ESCI;38;0.2;Q4;Q4
Written Language and Literacy;13876732;15706001;LANGUAGE & LINGUISTICS;ESCI;200;0.2;N/A;N/A
YALE REVIEW;00440124;14679736;LITERARY REVIEWS;AHCI;143;0.2;N/A;N/A
Zagadnienia Filozoficzne w Nauce-Philosophical Problems in Science;08678286;24510602;HISTORY & PHILOSOPHY OF SCIENCE;ESCI;37;0.2;Q4;Q4
Zbornik Instituta za Pedagoska Istrazivanja;05796431;18209270;EDUCATION & EDUCATIONAL RESEARCH;ESCI;62;0.2;Q4;Q4
Zbornik Radova Vizantoloskog Instituta;05849888;24060917;MEDIEVAL & RENAISSANCE STUDIES;ESCI;41;0.2;N/A;N/A
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY;09499571;1612961X;RELIGION;AHCI;149;0.2;N/A;N/A
ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR;00442518;00442518;LITERATURE, GERMAN, DUTCH, SCANDINAVIAN;AHCI;119;0.2;N/A;N/A
Zeitschrift fur Empirische Kulturwissenschaft;27521591;27521605;FOLKLORE;AHCI;6;0.2;N/A;N/A
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK;03013294;16130626;LANGUAGE & LINGUISTICS;AHCI;160;0.2;N/A;N/A
Zeitschrift fur Herz Thorax und Gefasschirurgie;09309225;14351277;CARDIAC & CARDIOVASCULAR SYSTEMS;ESCI;48;0.2;Q4;Q4
ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES;14337266;21974578;CRYSTALLOGRAPHY;SCIE;890;0.2;Q4;Q4
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;00444677;00444677;NEUROSCIENCES | PHYSIOLOGY;SCIE;210;0.2;Q4;Q4
Zolotoordynskoe Obozrenie-Golden Horde Review;2308152X;23136197;HISTORY;ESCI;102;0.2;Q3;Q3
AAA-ARBEITEN AUS ANGLISTIK UND AMERIKANISTIK;01715410;N/A;LANGUAGE & LINGUISTICS | LITERATURE;AHCI;66;0.1;N/A;N/A
Aboriginal History;03148769;18379389;HISTORY;ESCI;139;0.1;Q3;Q3
Abriu-Estudos de Textualidade do Brasil Galicia e Portugal;20148526;20148534;HUMANITIES, MULTIDISCIPLINARY;ESCI;15;0.1;N/A;N/A
Academic Journal of Modern Philology;22997164;23533218;LANGUAGE & LINGUISTICS;ESCI;40;0.1;N/A;N/A
ACERVO;0102700X;22378723;HISTORY | HUMANITIES, MULTIDISCIPLINARY | INFORMATION SCIENCE & LIBRARY SCIENCE;ESCI;99;0.1;Q3;Q3 | Q4
Acta Bioclinica;22448136;22448136;DENTISTRY, ORAL SURGERY & MEDICINE;ESCI;11;0.1;Q4;Q4
Acta Facultatis Medicae Naissensis;03516083;22172521;MEDICINE, GENERAL & INTERNAL;ESCI;161;0.1;Q4;Q4
Acta Germanica-German studies in Africa;00651273;00651273;LANGUAGE & LINGUISTICS;ESCI;13;0.1;N/A;N/A
Acta Historica Universitatis Klaipedensis;13924095;23516526;HISTORY;ESCI;7;0.1;Q3;Q3
Acta Literaria;07176848;07176848;LITERATURE, ROMANCE;AHCI;45;0.1;N/A;N/A
Acta Medico-Historica Adriatica;13344366;13346253;HISTORY & PHILOSOPHY OF SCIENCE;ESCI;65;0.1;Q4;Q4
Acta Neophilologica;0567784X;2350417X;LITERATURE;ESCI;43;0.1;N/A;N/A
Acta Poetica;01853082;2448735X;LITERARY THEORY & CRITICISM | LITERATURE;ESCI;64;0.1;N/A;N/A
ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA;00016896;N/A;PSYCHIATRY;ESCI;24;0.1;Q4;Q4
Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering;12215872;23932988;MECHANICS;ESCI;260;0.1;Q4;Q4
Acta Universitatis Lodziensis Folia Litteraria Polonica;15059057;23531908;LITERARY THEORY & CRITICISM | LITERATURE, SLAVIC;ESCI;26;0.1;N/A;N/A
Acta Universitatis Lodziensis-Folia Iuridica;02086069;24502782;LAW;ESCI;24;0.1;Q4;Q4
Actualites Pharmaceutiques;05153700;05153700;PHARMACOLOGY & PHARMACY;ESCI;82;0.1;Q4;Q4
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE;00019593;1827787X;HUMANITIES, MULTIDISCIPLINARY;AHCI;168;0.1;N/A;N/A
African Journal of Employee Relations;N/A;26643731;INDUSTRIAL RELATIONS & LABOR;ESCI;21;0.1;Q4;Q4
Afrika Focus;0772084X;2031356X;AREA STUDIES;ESCI;129;0.1;Q4;Q4
Agathos-An International Review of the Humanities and Social Sciences;20691025;22483446;HUMANITIES, MULTIDISCIPLINARY;ESCI;33;0.1;N/A;N/A
Agora-Estudos Classicos em Debate;08745498;N/A;CLASSICS;AHCI;24;0.1;N/A;N/A
Agora-Papeles de Filosofia;02116642;21743347;PHILOSOPHY;ESCI;34;0.1;N/A;N/A
Akroterion-Journal for the Classics in South Africa;03031896;20792883;CLASSICS;ESCI;33;0.1;N/A;N/A
Aktualni Gynekologie a Porodnictvi;18039588;18039588;OBSTETRICS & GYNECOLOGY;ESCI;14;0.1;Q4;Q4
AKTUELLE DERMATOLOGIE;03402541;1438938X;DERMATOLOGY;ESCI;83;0.1;Q4;Q4
AKTUELLE RHEUMATOLOGIE;0341051X;14389940;RHEUMATOLOGY;SCIE;79;0.1;Q4;Q4
Al-Arabiyya-Journal of the American Association of Teachers of Arabic;08898731;23754036;LANGUAGE & LINGUISTICS;ESCI;50;0.1;N/A;N/A
Al-Bayan-Journal of Quran and Hadith Studies;22321950;22321969;RELIGION;ESCI;43;0.1;N/A;N/A
Al-Shajarah;13946870;13946870;RELIGION;AHCI;72;0.1;N/A;N/A
Alea-Estudos Neolatinos;1517106X;18070299;LITERATURE, ROMANCE;AHCI;41;0.1;N/A;N/A
Altre Modernita-Rivista di Studi Letterari e Culturali;20357680;20357680;CULTURAL STUDIES;ESCI;75;0.1;Q4;Q4
AMERICAN IMAGO;0065860X;10857931;HUMANITIES, MULTIDISCIPLINARY;AHCI;356;0.1;N/A;N/A
AMERICAN JOURNAL OF SEMIOTICS;02777126;21532990;HUMANITIES, MULTIDISCIPLINARY;AHCI;90;0.1;N/A;N/A
AMERICAN MUSIC;07344392;19452349;MUSIC;AHCI;172;0.1;N/A;N/A
American Periodicals;10547479;15484238;HUMANITIES, MULTIDISCIPLINARY;ESCI;101;0.1;N/A;N/A
AMERICAN STUDIES IN SCANDINAVIA;00448060;N/A;HUMANITIES, MULTIDISCIPLINARY;AHCI;30;0.1;N/A;N/A
Anafora;18492339;24595160;LITERATURE;ESCI;18;0.1;N/A;N/A
Analecta Politica;20277458;23900067;POLITICAL SCIENCE;ESCI;37;0.1;Q4;Q4
Anales de Filologia Francesa;02132958;19894678;LANGUAGE & LINGUISTICS | LITERATURE, ROMANCE;ESCI;24;0.1;N/A;N/A
Anales de Historia del Arte;02146452;19882491;ART;ESCI;120;0.1;N/A;N/A
Anales de la Facultad de Medicina-Universidad de la Republica Uruguay;23011254;23011254;MEDICINE, GENERAL & INTERNAL;ESCI;14;0.1;Q4;Q4
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA;02721635;N/A;LITERATURE, ROMANCE;AHCI;82;0.1;N/A;N/A
Anales de Literatura Chilena;07176058;07190913;LITERATURE, ROMANCE;AHCI;56;0.1;N/A;N/A
Anales Galdosianos;05699924;2161301X;LITERATURE, ROMANCE;ESCI;27;0.1;N/A;N/A
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku;13300598;18487815;HISTORY;ESCI;51;0.1;Q3;Q3
Analisis Filosofico;03261301;18519636;PHILOSOPHY;ESCI;70;0.1;N/A;N/A
Anaquel de Estudios Arabes;11303964;19882645;HUMANITIES, MULTIDISCIPLINARY;ESCI;53;0.1;N/A;N/A
Ancient Asia-Journal of the Society of South Asian Archaeology;N/A;20425937;ARCHAEOLOGY;ESCI;29;0.1;N/A;N/A
Anesthesie & Reanimation;23525800;23525819;ANESTHESIOLOGY;ESCI;143;0.1;Q4;Q4
Angiologia;00033170;16952987;PERIPHERAL VASCULAR DISEASE;ESCI;56;0.1;Q4;Q4
ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE;03405222;18658938;LANGUAGE & LINGUISTICS | LITERATURE;AHCI;164;0.1;N/A;N/A
ANNALES HISTORIQUES DE LA REVOLUTION FRANCAISE;00034436;1952403X;HISTORY;AHCI;281;0.1;Q3;Q3
Annali di Storia delle Universita Italiane;11278250;27245527;HISTORY;ESCI;21;0.1;Q3;Q3
Annals Abbasi Shaheed Hospital & Karachi Medical & Dental College;15633241;15633241;MEDICINE, GENERAL & INTERNAL;ESCI;53;0.1;Q4;Q4
Annals of Clinical and Analytical Medicine;N/A;2667663X;MEDICINE, GENERAL & INTERNAL;ESCI;261;0.1;Q4;Q4
Annals of the Faculty of Law in Belgrade;00032565;24062693;LAW;ESCI;31;0.1;Q4;Q4
ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS;0895769X;19403364;LITERATURE;AHCI;93;0.1;N/A;N/A
ANTHROPOLOGIE-INTERNATIONAL JOURNAL OF HUMAN DIVERSITY AND EVOLUTION;03231119;03231119;ANTHROPOLOGY;ESCI;139;0.1;Q4;Q4
ANTHROPOS;02579774;N/A;ANTHROPOLOGY;SSCI;493;0.1;Q4;Q4
Antiguedad y Cristianismo;02147165;19896182;ARCHAEOLOGY | HISTORY;ESCI;56;0.1;Q3;Q3
ANTIKE UND ABENDLAND;00035696;16130421;CLASSICS;AHCI;89;0.1;N/A;N/A
Antiteses;19843356;19843356;HISTORY;ESCI;55;0.1;Q3;Q3
Antropologia e Teatro-Rivista di Studi;20392281;20392281;THEATER;ESCI;6;0.1;N/A;N/A
Antropologia Portuguesa;08700990;21827982;ANTHROPOLOGY;ESCI;53;0.1;Q4;Q4
Anuari de Filologia-Estudis de Linguistica;20141408;20141408;LANGUAGE & LINGUISTICS;ESCI;29;0.1;N/A;N/A
Anuario Calderoniano;18888046;N/A;LITERATURE, ROMANCE;AHCI;51;0.1;N/A;N/A
Anuario de Historia Regional y de las Fronteras;01222066;21458499;HISTORY;ESCI;79;0.1;Q3;Q3
Anuario de la Escuela de Historia Virtual;18537049;18537049;HISTORY;ESCI;25;0.1;Q3;Q3
Anuario Iberoamericano de Derecho Internacional Penal;23463120;23463120;LAW;ESCI;11;0.1;Q4;Q4
Anuario Musical;02113538;19884125;MUSIC;AHCI;54;0.1;N/A;N/A
AOQU;N/A;27243346;LITERATURE, ROMANCE | POETRY;ESCI;6;0.1;N/A;N/A
APERTURE;00036420;00036420;ART;AHCI;69;0.1;N/A;N/A
Aportes-Revista de Historia Contemporanea;02135868;23864850;HISTORY;ESCI;62;0.1;Q3;Q3
Aposta-Revista de Ciencias Sociales;16967348;16967348;SOCIAL SCIENCES, INTERDISCIPLINARY;ESCI;89;0.1;Q4;Q4
Archaeologia Maritima Mediterranea-An International Journal on Underwater Archaeology;17246091;18253881;ARCHAEOLOGY;ESCI;13;0.1;N/A;N/A
Archai-Revista de Estudos Sobre as Origens do Pensamento Ocidental;1984249X;1984249X;HUMANITIES, MULTIDISCIPLINARY;ESCI;31;0.1;N/A;N/A
ArcheoSciences-Revue d Archeometrie;19601360;21043728;ARCHAEOLOGY | CHEMISTRY, ANALYTICAL | GEOSCIENCES, MULTIDISCIPLINARY;AHCI | SCIE;126;0.1;Q4;Q4
Archiv fur Rechts- und Sozialphilosophie;00012343;23635614;PHILOSOPHY;ESCI;121;0.1;N/A;N/A
ARCHIV FUR REFORMATIONSGESCHICHTE-ARCHIVE FOR REFORMATION HISTORY;00039381;21980489;HISTORY;AHCI;92;0.1;Q3;Q3
Archives and Manuscripts;01576895;21646058;INFORMATION SCIENCE & LIBRARY SCIENCE;ESCI;149;0.1;Q4;Q4
ARCHIVES OF AMERICAN ART JOURNAL;00039853;23270667;ART;AHCI;58;0.1;N/A;N/A
Archivos de Medicina;1657320X;23393874;MEDICINE, GENERAL & INTERNAL;ESCI;136;0.1;Q4;Q4
Archiwa Biblioteki i Muzea Koscielne;05183766;25453491;HISTORY | HUMANITIES, MULTIDISCIPLINARY | RELIGION;ESCI;74;0.1;Q3;Q3
ArDIn-Arte Diseno e Ingenieria;22548319;22548319;ART;ESCI;3;0.1;N/A;N/A
Area Abierta;15788393;15788393;COMMUNICATION;ESCI;54;0.1;Q4;Q4
Argentinian Journal of Applied Linguistics;23143576;23143576;LINGUISTICS;ESCI;28;0.1;Q4;Q4
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS;00955809;00955809;CLASSICS;AHCI;218;0.1;N/A;N/A
ARQ;07176996;07176996;ARCHITECTURE;AHCI;82;0.1;N/A;N/A
Arqueologia de la Arquitectura;16952731;19895313;ARCHAEOLOGY;ESCI;126;0.1;N/A;N/A
Arquitetura Revista;18085741;N/A;ARCHITECTURE;AHCI;51;0.1;N/A;N/A
Ars Adriatica;18481590;18487459;ART;ESCI;22;0.1;N/A;N/A
Art and Interpretation;N/A;28222865;ART;ESCI;5;0.1;N/A;N/A
Art Style;25961802;25961810;ART;ESCI;8;0.1;N/A;N/A
ArtCultura-Revista de Historia Cultura e Arte;15168603;21783845;HUMANITIES, MULTIDISCIPLINARY;ESCI;49;0.1;N/A;N/A
Arthur Miller Journal;15588831;23333154;THEATER;ESCI;13;0.1;N/A;N/A
Arthuriana;10786279;19341539;LITERATURE, BRITISH ISLES | MEDIEVAL & RENAISSANCE STUDIES;AHCI;209;0.1;N/A;N/A
Arti Musices;05875455;18489303;MUSIC;AHCI;25;0.1;N/A;N/A
ARTIBUS ASIAE;00043648;N/A;ART | ASIAN STUDIES;AHCI;270;0.1;N/A;N/A
Artifara-Revista de Lenguas y Literaturas Ibericas y Latinoamericanas;1594378X;1594378X;LANGUAGE & LINGUISTICS;ESCI;44;0.1;N/A;N/A
ARYS-Antiguedad Religiones y Sociedades;1575166X;21736847;HISTORY | RELIGION;ESCI;32;0.1;Q3;Q3
Aschkenas-Zeitschrift fuer Geschichte und Kultur der Juden;10164987;18659438;HUMANITIES, MULTIDISCIPLINARY;ESCI;39;0.1;N/A;N/A
Asian and African Studies;13351257;25858793;HUMANITIES, MULTIDISCIPLINARY;ESCI;48;0.1;N/A;N/A
Asian Diasporic Visual Cultures and the Americas;23523077;23523085;HUMANITIES, MULTIDISCIPLINARY;ESCI;23;0.1;N/A;N/A
Asian Journal of Accounting and Governance;21803838;21803838;BUSINESS, FINANCE;ESCI;100;0.1;Q4;Q4
Asterion-Philosophie Histoire des Idees Pensee Politique;17626110;17626110;PHILOSOPHY;ESCI;21;0.1;N/A;N/A
Atenas;16822749;16822749;EDUCATION & EDUCATIONAL RESEARCH;ESCI;69;0.1;Q4;Q4
ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA;00046574;00046574;CLASSICS;AHCI;448;0.1;N/A;N/A
Atlantic Law Journal;15213293;23719680;LAW;ESCI;8;0.1;Q4;Q4
AtoZ-Novas Praticas em Informacao e Conhecimento;2237826X;2237826X;INFORMATION SCIENCE & LIBRARY SCIENCE;ESCI;48;0.1;Q4;Q4
ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER;14315254;N/A;NUCLEAR SCIENCE & TECHNOLOGY;SCIE;64;0.1;Q4;Q4
Augenheilkunde Up2date;16169719;16169735;OPHTHALMOLOGY;ESCI;10;0.1;Q4;Q4
AusArt;23409134;23408510;ART;ESCI;24;0.1;N/A;N/A
Australasian Journal of Regional Studies;10307923;10307923;SOCIAL SCIENCES, INTERDISCIPLINARY;ESCI;83;0.1;Q4;Q4
Australian Intellectual Property Journal;10381635;10381635;LAW;ESCI;25;0.1;Q4;Q4
AUSTRALIAN LITERARY STUDIES;00049697;18376479;LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN;AHCI;57;0.1;N/A;N/A
AUSTRALIAN TAX REVIEW;0311094X;N/A;LAW;ESCI;14;0.1;Q4;Q4
Austrian Journal of Clinical Endocrinology and Metabolism;19987773;19987781;ENDOCRINOLOGY & METABOLISM;ESCI;13;0.1;Q4;Q4
Austrian Studies;13507532;22224262;HUMANITIES, MULTIDISCIPLINARY;AHCI;47;0.1;N/A;N/A
Avances del Cesor;15143899;24226580;HISTORY;ESCI;45;0.1;Q3;Q3
Azafea-Revista de Filosofia;02133563;24447072;PHILOSOPHY;ESCI;4;0.1;N/A;N/A
BACH;00053600;00053600;MUSIC;AHCI;20;0.1;N/A;N/A
